"PTor-timestamp","PTor-servo1","PTor-servo4","PTor-servo5","PTor-servo2","PTor-servo3","PTor-servo6","DTor-timestamp","DTor-servo1","DTor-servo4","DTor-servo5","DTor-servo2","DTor-servo3","DTor-servo6",,"PTal-timestamp","PTal-servo1","PTal-servo4","PTal-servo5","PTal-servo2","PTal-servo3","PTal-servo6","DTal-timestamp","DTal-servo1","DTal-servo4","DTal-servo5","DTal-servo2","DTal-servo3","DTal-servo6","operationApplied",
"6000","90.0","86.0","90.0","55.0","170.0","10.0","6000","90.0","86.0","90.0","55.0","170.0","10.0"," ","5900","90.0","86.0","90.0","55.0","170.0","10.0","5600","90.0","86.0","90.0","55.0","170.0","10.0","Match"
"6100","90.0","86.0","90.0","55.0","170.0","10.0","6100","90.0","86.0","90.0","55.0","170.0","10.0"," ","6000","90.0","86.0","90.0","55.0","170.0","10.0","5700","90.0","86.0","90.0","55.0","170.0","10.0","Match"
"6200","90.0","86.0","90.0","55.0","170.0","10.0","6200","90.0","86.0","90.0","55.0","170.0","10.0"," ","6100","90.0","86.0","90.0","55.0","170.0","10.0","5800","90.0","86.0","90.0","55.0","170.0","10.0","Match"
"6300","90.0","86.0","90.0","55.0","170.0","10.0","6300","90.0","86.0","90.0","55.0","170.0","10.0"," ","6200","90.0","86.0","90.0","55.0","170.0","10.0","5900","90.0","86.0","90.0","55.0","170.0","10.0","Match"
"6400","90.0","86.0","90.0","55.0","170.0","10.0","6400","90.0","86.0","90.0","55.0","170.0","10.0"," ","6300","90.0","86.0","90.0","55.0","170.0","10.0","6000","90.0","86.0","90.0","55.0","170.0","10.0","Match"
"6500","90.0","86.0","90.0","55.0","170.0","10.0","6500","90.0","86.0","90.0","55.0","170.0","10.0"," ","6400","90.0","86.0","90.0","55.0","170.0","10.0","6100","90.0","86.0","90.0","55.0","170.0","10.0","Match"
"6600","90.0","86.0","90.0","55.0","170.0","10.0","6600","90.0","86.0","90.0","55.0","170.0","10.0"," ","6500","90.0","86.0","90.0","55.0","170.0","10.0","6200","90.0","86.0","90.0","55.0","170.0","10.0","Match"
"6700","90.0","86.0","90.0","55.0","170.0","10.0","6700","90.0","86.0","90.0","55.0","170.0","10.0"," ","6600","90.0","86.0","90.0","55.0","170.0","10.0","6300","90.0","86.0","90.0","55.0","170.0","10.0","Match"
"6800","90.0","86.0","90.0","55.0","170.0","10.0","6800","90.0","86.0","90.0","55.0","170.0","10.0"," ","6700","90.0","86.0","90.0","55.0","170.0","10.0","6400","90.0","86.0","90.0","55.0","170.0","10.0","Match"
"6900","90.0","86.0","90.0","55.0","170.0","10.0","6900","90.0","86.0","90.0","55.0","170.0","10.0"," ","6800","90.0","86.0","90.0","55.0","170.0","10.0","6500","90.0","86.0","90.0","55.0","170.0","10.0","Match"
