time;gFx;gFy;gFz;TgF
72.824759;-0.0098;-0.0098;1.0066;1.007
72.825113;-0.0110;-0.0098;1.0071;1.007
72.825508;-0.0088;-0.0115;1.0061;1.006
72.828122;-0.0100;-0.0110;1.0058;1.006
72.829121;-0.0093;-0.0112;1.0068;1.007
72.831184;-0.0083;-0.0112;1.0080;1.008
72.833081;-0.0088;-0.0103;1.0078;1.008
72.836065;-0.0088;-0.0100;1.0078;1.008
72.836933;-0.0095;-0.0095;1.0066;1.007
72.839442;-0.0093;-0.0100;1.0075;1.008
72.841084;-0.0088;-0.0100;1.0080;1.008
72.843044;-0.0088;-0.0105;1.0083;1.008
72.844938;-0.0086;-0.0107;1.0085;1.009
72.851974;-0.0103;-0.0107;1.0071;1.007
72.852388;-0.0093;-0.0105;1.0071;1.007
72.852695;-0.0093;-0.0103;1.0068;1.007
72.853035;-0.0093;-0.0098;1.0073;1.007
72.858255;-0.0071;-0.0090;1.0090;1.009
72.859422;-0.0071;-0.0093;1.0078;1.008
72.860229;-0.0078;-0.0093;1.0068;1.007
72.862187;-0.0098;-0.0110;1.0078;1.008
72.863344;-0.0098;-0.0117;1.0080;1.008
72.865587;-0.0093;-0.0107;1.0085;1.009
72.867335;-0.0103;-0.0110;1.0073;1.007
72.871590;-0.0107;-0.0088;1.0088;1.009
72.875007;-0.0110;-0.0090;1.0088;1.009
72.877011;-0.0103;-0.0100;1.0080;1.008
72.877876;-0.0088;-0.0103;1.0078;1.008
72.878716;-0.0088;-0.0107;1.0075;1.008
72.882174;-0.0088;-0.0115;1.0088;1.009
72.885580;-0.0098;-0.0115;1.0088;1.009
72.886332;-0.0098;-0.0115;1.0093;1.009
72.888103;-0.0093;-0.0110;1.0085;1.009
72.888400;-0.0100;-0.0112;1.0093;1.009
72.892510;-0.0090;-0.0105;1.0095;1.010
72.892942;-0.0098;-0.0112;1.0071;1.007
72.895287;-0.0115;-0.0120;1.0073;1.007
72.895537;-0.0110;-0.0122;1.0071;1.007
72.897108;-0.0095;-0.0132;1.0066;1.007
72.900539;-0.0110;-0.0127;1.0071;1.007
72.902253;-0.0110;-0.0129;1.0078;1.008
72.903914;-0.0095;-0.0125;1.0063;1.006
72.913770;-0.0105;-0.0125;1.0051;1.005
72.914220;-0.0112;-0.0110;1.0054;1.005
72.914509;-0.0110;-0.0100;1.0068;1.007
72.914735;-0.0107;-0.0103;1.0071;1.007
72.915035;-0.0098;-0.0090;1.0061;1.006
72.920639;-0.0103;-0.0100;1.0058;1.006
72.921390;-0.0103;-0.0115;1.0063;1.006
72.921726;-0.0093;-0.0117;1.0073;1.007
72.922084;-0.0078;-0.0107;1.0090;1.009
72.926176;-0.0073;-0.0105;1.0093;1.009
72.927019;-0.0105;-0.0112;1.0075;1.008
72.927411;-0.0098;-0.0110;1.0071;1.007
72.929727;-0.0098;-0.0112;1.0068;1.007
72.931212;-0.0090;-0.0103;1.0073;1.007
72.933587;-0.0083;-0.0103;1.0080;1.008
72.935224;-0.0081;-0.0095;1.0071;1.007
72.936924;-0.0095;-0.0105;1.0075;1.008
72.949209;-0.0100;-0.0105;1.0080;1.008
72.949765;-0.0090;-0.0105;1.0080;1.008
72.950361;-0.0093;-0.0110;1.0068;1.007
72.950729;-0.0088;-0.0117;1.0075;1.008
72.951239;-0.0098;-0.0122;1.0075;1.008
72.951467;-0.0098;-0.0100;1.0073;1.007
72.951700;-0.0103;-0.0103;1.0071;1.007
72.953571;-0.0098;-0.0112;1.0068;1.007
72.960306;-0.0095;-0.0110;1.0061;1.006
72.960794;-0.0098;-0.0117;1.0063;1.006
72.961135;-0.0088;-0.0110;1.0061;1.006
72.961358;-0.0090;-0.0120;1.0058;1.006
72.963802;-0.0112;-0.0117;1.0056;1.006
72.965099;-0.0120;-0.0110;1.0071;1.007
72.967274;-0.0103;-0.0110;1.0075;1.008
72.969016;-0.0090;-0.0122;1.0088;1.009
72.971012;-0.0095;-0.0125;1.0085;1.009
72.974079;-0.0090;-0.0110;1.0078;1.008
72.975206;-0.0103;-0.0127;1.0085;1.009
72.977079;-0.0103;-0.0125;1.0083;1.008
72.981484;-0.0112;-0.0112;1.0080;1.008
72.982136;-0.0103;-0.0117;1.0066;1.007
72.982869;-0.0098;-0.0115;1.0066;1.007
72.986055;-0.0103;-0.0125;1.0066;1.007
72.987127;-0.0100;-0.0127;1.0044;1.005
72.990971;-0.0103;-0.0127;1.0051;1.005
72.992561;-0.0100;-0.0117;1.0058;1.006
72.994040;-0.0103;-0.0120;1.0061;1.006
72.995590;-0.0095;-0.0125;1.0061;1.006
72.997275;-0.0098;-0.0115;1.0078;1.008
72.999749;-0.0103;-0.0115;1.0078;1.008
73.002756;-0.0105;-0.0117;1.0083;1.008
73.005162;-0.0093;-0.0120;1.0068;1.007
73.008289;-0.0095;-0.0112;1.0058;1.006
73.009655;-0.0112;-0.0112;1.0071;1.007
73.010393;-0.0112;-0.0107;1.0080;1.008
73.011878;-0.0107;-0.0105;1.0073;1.007
73.020936;-0.0086;-0.0100;1.0061;1.006
73.022311;-0.0090;-0.0098;1.0056;1.006
73.023376;-0.0095;-0.0093;1.0071;1.007
73.024244;-0.0088;-0.0100;1.0073;1.007
73.047704;-0.0088;-0.0093;1.0075;1.008
73.049075;-0.0086;-0.0081;1.0066;1.007
73.050094;-0.0088;-0.0088;1.0061;1.006
73.052211;-0.0090;-0.0095;1.0063;1.006
73.053897;-0.0095;-0.0105;1.0068;1.007
73.055316;-0.0098;-0.0100;1.0063;1.006
73.056259;-0.0107;-0.0100;1.0058;1.006
73.058152;-0.0103;-0.0105;1.0061;1.006
73.060072;-0.0095;-0.0110;1.0066;1.007
73.061656;-0.0093;-0.0103;1.0080;1.008
73.064655;-0.0103;-0.0090;1.0066;1.007
73.066280;-0.0086;-0.0095;1.0075;1.008
73.067125;-0.0088;-0.0093;1.0071;1.007
73.067487;-0.0088;-0.0112;1.0080;1.008
73.067819;-0.0090;-0.0120;1.0085;1.009
73.068141;-0.0093;-0.0107;1.0083;1.008
73.068454;-0.0093;-0.0105;1.0071;1.007
73.068784;-0.0100;-0.0105;1.0066;1.007
73.069082;-0.0086;-0.0112;1.0051;1.005
73.069406;-0.0086;-0.0117;1.0051;1.005
73.069725;-0.0093;-0.0120;1.0063;1.006
73.070041;-0.0081;-0.0117;1.0071;1.007
73.070550;-0.0083;-0.0105;1.0066;1.007
73.070909;-0.0083;-0.0110;1.0066;1.007
73.071244;-0.0083;-0.0132;1.0078;1.008
73.071575;-0.0093;-0.0134;1.0078;1.008
73.073523;-0.0093;-0.0122;1.0085;1.009
73.075514;-0.0103;-0.0127;1.0080;1.008
73.077156;-0.0110;-0.0125;1.0073;1.007
73.079903;-0.0090;-0.0125;1.0083;1.008
73.081636;-0.0095;-0.0129;1.0085;1.009
73.083135;-0.0112;-0.0132;1.0046;1.005
73.085147;-0.0103;-0.0132;1.0061;1.006
73.087744;-0.0103;-0.0129;1.0058;1.006
73.089258;-0.0105;-0.0125;1.0066;1.007
73.091181;-0.0098;-0.0117;1.0056;1.006
73.093349;-0.0100;-0.0115;1.0046;1.005
73.095368;-0.0076;-0.0120;1.0061;1.006
73.097505;-0.0090;-0.0117;1.0083;1.008
73.099139;-0.0095;-0.0117;1.0080;1.008
73.101192;-0.0095;-0.0105;1.0075;1.008
73.105682;-0.0093;-0.0107;1.0085;1.009
73.106119;-0.0090;-0.0105;1.0075;1.008
73.107425;-0.0098;-0.0100;1.0078;1.008
73.109371;-0.0090;-0.0107;1.0075;1.008
73.111778;-0.0093;-0.0100;1.0066;1.007
73.113350;-0.0103;-0.0093;1.0073;1.007
73.116188;-0.0098;-0.0093;1.0073;1.007
73.117219;-0.0103;-0.0095;1.0083;1.008
73.119278;-0.0105;-0.0098;1.0073;1.007
73.124655;-0.0110;-0.0105;1.0088;1.009
73.125239;-0.0112;-0.0103;1.0088;1.009
73.125779;-0.0110;-0.0105;1.0075;1.008
73.127467;-0.0112;-0.0120;1.0066;1.007
73.129350;-0.0095;-0.0147;1.0075;1.008
73.131821;-0.0098;-0.0147;1.0073;1.007
73.133354;-0.0112;-0.0129;1.0075;1.008
73.135737;-0.0103;-0.0120;1.0063;1.006
73.137617;-0.0107;-0.0125;1.0063;1.006
73.139445;-0.0110;-0.0125;1.0078;1.008
73.141541;-0.0110;-0.0120;1.0085;1.009
73.143901;-0.0105;-0.0122;1.0078;1.008
73.145690;-0.0110;-0.0127;1.0075;1.008
73.147513;-0.0103;-0.0117;1.0078;1.008
73.149457;-0.0086;-0.0112;1.0075;1.008
73.151303;-0.0071;-0.0120;1.0073;1.007
73.153763;-0.0064;-0.0117;1.0071;1.007
73.155685;-0.0093;-0.0100;1.0054;1.005
73.157813;-0.0098;-0.0110;1.0075;1.008
73.159448;-0.0093;-0.0107;1.0083;1.008
73.161351;-0.0088;-0.0095;1.0063;1.006
73.163398;-0.0086;-0.0110;1.0049;1.005
73.165647;-0.0093;-0.0115;1.0039;1.004
73.167345;-0.0100;-0.0112;1.0058;1.006
73.169219;-0.0095;-0.0105;1.0061;1.006
73.171420;-0.0103;-0.0090;1.0049;1.005
73.175267;-0.0095;-0.0100;1.0068;1.007
73.179604;-0.0088;-0.0098;1.0068;1.007
73.180016;-0.0107;-0.0107;1.0073;1.007
73.180333;-0.0098;-0.0117;1.0063;1.006
73.181227;-0.0095;-0.0115;1.0068;1.007
73.183443;-0.0095;-0.0103;1.0075;1.008
73.185354;-0.0105;-0.0100;1.0083;1.008
73.187475;-0.0105;-0.0107;1.0083;1.008
73.189514;-0.0100;-0.0120;1.0071;1.007
73.191404;-0.0103;-0.0117;1.0078;1.008
73.193525;-0.0090;-0.0117;1.0073;1.007
73.195250;-0.0083;-0.0117;1.0078;1.008
73.197375;-0.0090;-0.0115;1.0083;1.008
73.199369;-0.0110;-0.0110;1.0085;1.009
73.201167;-0.0110;-0.0122;1.0083;1.008
73.203496;-0.0105;-0.0117;1.0075;1.008
73.210240;-0.0110;-0.0115;1.0080;1.008
73.211081;-0.0103;-0.0120;1.0088;1.009
73.211526;-0.0095;-0.0127;1.0073;1.007
73.211943;-0.0090;-0.0117;1.0073;1.007
73.213556;-0.0095;-0.0120;1.0068;1.007
73.216238;-0.0098;-0.0125;1.0078;1.008
73.217581;-0.0090;-0.0125;1.0078;1.008
73.219914;-0.0095;-0.0125;1.0068;1.007
73.222823;-0.0098;-0.0122;1.0063;1.006
73.223807;-0.0081;-0.0122;1.0056;1.006
73.225404;-0.0073;-0.0115;1.0058;1.006
73.227883;-0.0088;-0.0122;1.0075;1.008
73.229516;-0.0093;-0.0117;1.0075;1.008
73.231516;-0.0090;-0.0112;1.0061;1.006
73.233435;-0.0083;-0.0125;1.0056;1.006
73.235394;-0.0090;-0.0122;1.0058;1.006
73.237221;-0.0081;-0.0120;1.0068;1.007
73.239439;-0.0103;-0.0112;1.0066;1.007
73.241187;-0.0105;-0.0112;1.0061;1.006
73.243413;-0.0110;-0.0117;1.0056;1.006
73.245261;-0.0098;-0.0117;1.0061;1.006
73.248590;-0.0095;-0.0129;1.0058;1.006
73.249466;-0.0098;-0.0125;1.0083;1.008
73.251352;-0.0105;-0.0115;1.0085;1.009
73.253934;-0.0090;-0.0117;1.0068;1.007
73.256121;-0.0103;-0.0132;1.0068;1.007
73.257484;-0.0115;-0.0125;1.0073;1.007
73.259714;-0.0115;-0.0112;1.0085;1.009
73.262133;-0.0105;-0.0107;1.0090;1.009
73.263578;-0.0100;-0.0110;1.0090;1.009
73.265326;-0.0093;-0.0115;1.0063;1.006
73.267887;-0.0081;-0.0110;1.0058;1.006
73.269738;-0.0078;-0.0103;1.0046;1.005
73.273481;-0.0076;-0.0107;1.0058;1.006
73.274121;-0.0086;-0.0112;1.0068;1.007
73.275206;-0.0093;-0.0107;1.0073;1.007
73.278031;-0.0095;-0.0103;1.0088;1.009
73.279692;-0.0100;-0.0090;1.0090;1.009
73.281734;-0.0073;-0.0090;1.0083;1.008
73.283594;-0.0095;-0.0110;1.0075;1.008
73.285551;-0.0098;-0.0117;1.0068;1.007
73.287561;-0.0105;-0.0112;1.0090;1.009
73.289731;-0.0090;-0.0117;1.0085;1.009
73.291365;-0.0083;-0.0122;1.0080;1.008
73.293313;-0.0086;-0.0127;1.0083;1.008
73.296184;-0.0100;-0.0107;1.0080;1.008
73.297674;-0.0088;-0.0110;1.0063;1.006
73.299607;-0.0081;-0.0132;1.0061;1.006
73.301247;-0.0088;-0.0125;1.0056;1.006
73.303353;-0.0095;-0.0122;1.0058;1.006
73.305847;-0.0093;-0.0115;1.0058;1.006
73.307480;-0.0093;-0.0120;1.0051;1.005
73.309349;-0.0093;-0.0103;1.0063;1.006
73.311381;-0.0090;-0.0100;1.0066;1.007
73.314160;-0.0083;-0.0112;1.0080;1.008
73.316709;-0.0088;-0.0107;1.0078;1.008
73.317699;-0.0086;-0.0107;1.0080;1.008
73.320570;-0.0103;-0.0105;1.0073;1.007
73.327128;-0.0105;-0.0112;1.0061;1.006
73.327845;-0.0095;-0.0110;1.0063;1.006
73.328221;-0.0100;-0.0107;1.0066;1.007
73.328597;-0.0100;-0.0093;1.0071;1.007
73.331720;-0.0090;-0.0086;1.0068;1.007
73.332164;-0.0095;-0.0090;1.0061;1.006
73.333654;-0.0103;-0.0100;1.0066;1.007
73.335737;-0.0112;-0.0115;1.0073;1.007
73.337640;-0.0105;-0.0122;1.0068;1.007
73.342646;-0.0095;-0.0115;1.0063;1.006
73.343589;-0.0110;-0.0103;1.0075;1.008
73.343969;-0.0115;-0.0103;1.0063;1.006
73.345768;-0.0112;-0.0103;1.0071;1.007
73.347640;-0.0098;-0.0110;1.0058;1.006
73.349594;-0.0095;-0.0098;1.0071;1.007
73.351520;-0.0090;-0.0107;1.0078;1.008
73.353185;-0.0110;-0.0120;1.0073;1.007
73.356521;-0.0115;-0.0122;1.0066;1.007
73.357354;-0.0095;-0.0127;1.0054;1.005
73.359370;-0.0107;-0.0122;1.0068;1.007
73.361556;-0.0110;-0.0127;1.0063;1.006
73.363560;-0.0098;-0.0127;1.0049;1.005
73.367525;-0.0103;-0.0120;1.0068;1.007
73.367975;-0.0110;-0.0115;1.0058;1.006
73.369655;-0.0112;-0.0115;1.0051;1.005
73.375589;-0.0103;-0.0105;1.0056;1.006
73.378072;-0.0090;-0.0115;1.0061;1.006
73.382097;-0.0083;-0.0117;1.0056;1.006
73.385560;-0.0095;-0.0110;1.0068;1.007
73.386658;-0.0098;-0.0105;1.0078;1.008
73.388217;-0.0098;-0.0103;1.0093;1.009
73.390030;-0.0105;-0.0112;1.0088;1.009
73.392094;-0.0095;-0.0105;1.0085;1.009
73.393622;-0.0093;-0.0105;1.0100;1.010
73.395176;-0.0090;-0.0095;1.0102;1.010
73.396372;-0.0110;-0.0098;1.0107;1.011
73.403265;-0.0100;-0.0110;1.0090;1.009
73.404464;-0.0098;-0.0110;1.0088;1.009
73.405956;-0.0098;-0.0115;1.0068;1.007
73.407052;-0.0095;-0.0107;1.0061;1.006
73.407488;-0.0078;-0.0112;1.0058;1.006
73.407844;-0.0073;-0.0117;1.0061;1.006
73.408192;-0.0086;-0.0110;1.0066;1.007
73.408703;-0.0122;-0.0115;1.0073;1.007
73.410792;-0.0115;-0.0134;1.0068;1.007
73.414847;-0.0117;-0.0129;1.0066;1.007
73.415293;-0.0098;-0.0115;1.0063;1.006
73.415680;-0.0083;-0.0117;1.0063;1.006
73.417364;-0.0083;-0.0122;1.0066;1.007
73.419812;-0.0088;-0.0107;1.0085;1.009
73.421522;-0.0095;-0.0110;1.0080;1.008
73.424047;-0.0090;-0.0110;1.0075;1.008
73.428721;-0.0086;-0.0112;1.0080;1.008
73.429162;-0.0071;-0.0120;1.0073;1.007
73.429521;-0.0076;-0.0129;1.0063;1.006
73.431442;-0.0095;-0.0120;1.0083;1.008
73.433649;-0.0095;-0.0120;1.0080;1.008
73.435348;-0.0093;-0.0117;1.0085;1.009
73.443939;-0.0103;-0.0112;1.0085;1.009
73.444658;-0.0098;-0.0103;1.0078;1.008
73.445653;-0.0098;-0.0098;1.0071;1.007
73.446144;-0.0088;-0.0095;1.0080;1.008
73.452893;-0.0093;-0.0100;1.0085;1.009
73.453448;-0.0107;-0.0105;1.0080;1.008
73.454128;-0.0107;-0.0093;1.0075;1.008
73.454582;-0.0098;-0.0088;1.0083;1.008
73.455008;-0.0083;-0.0110;1.0068;1.007
73.462385;-0.0090;-0.0120;1.0066;1.007
73.463762;-0.0110;-0.0112;1.0066;1.007
73.464440;-0.0115;-0.0115;1.0063;1.006
73.465040;-0.0110;-0.0115;1.0063;1.006
73.467685;-0.0107;-0.0115;1.0071;1.007
73.468626;-0.0112;-0.0117;1.0071;1.007
73.469887;-0.0112;-0.0122;1.0078;1.008
73.471856;-0.0105;-0.0120;1.0093;1.009
73.475129;-0.0107;-0.0122;1.0083;1.008
73.476047;-0.0103;-0.0132;1.0073;1.007
73.486934;-0.0100;-0.0139;1.0068;1.007
73.487713;-0.0103;-0.0134;1.0063;1.006
73.488562;-0.0103;-0.0137;1.0073;1.007
73.488958;-0.0095;-0.0134;1.0063;1.006
73.489329;-0.0083;-0.0134;1.0058;1.006
73.489686;-0.0088;-0.0127;1.0063;1.006
73.490009;-0.0093;-0.0120;1.0073;1.007
73.491374;-0.0076;-0.0120;1.0080;1.008
73.494511;-0.0093;-0.0115;1.0068;1.007
73.495422;-0.0105;-0.0115;1.0066;1.007
73.495821;-0.0107;-0.0120;1.0068;1.007
73.498611;-0.0112;-0.0117;1.0066;1.007
73.500171;-0.0098;-0.0117;1.0075;1.008
73.501805;-0.0098;-0.0115;1.0066;1.007
73.504916;-0.0103;-0.0110;1.0073;1.007
73.510849;-0.0098;-0.0112;1.0075;1.008
73.511792;-0.0095;-0.0120;1.0068;1.007
73.512230;-0.0095;-0.0110;1.0078;1.008
73.512631;-0.0098;-0.0112;1.0088;1.009
73.513750;-0.0088;-0.0103;1.0073;1.007
73.515812;-0.0086;-0.0103;1.0080;1.008
73.517831;-0.0090;-0.0098;1.0085;1.009
73.519641;-0.0110;-0.0107;1.0083;1.008
73.523664;-0.0100;-0.0110;1.0073;1.007
73.524416;-0.0115;-0.0105;1.0083;1.008
73.525397;-0.0115;-0.0107;1.0085;1.009
73.527576;-0.0117;-0.0107;1.0090;1.009
73.529459;-0.0107;-0.0090;1.0097;1.010
73.531435;-0.0112;-0.0098;1.0093;1.009
73.533728;-0.0098;-0.0122;1.0075;1.008
73.536136;-0.0105;-0.0110;1.0071;1.007
73.540077;-0.0110;-0.0115;1.0066;1.007
73.540653;-0.0112;-0.0107;1.0066;1.007
73.541397;-0.0100;-0.0112;1.0061;1.006
73.543461;-0.0100;-0.0103;1.0073;1.007
73.545459;-0.0098;-0.0112;1.0061;1.006
73.547576;-0.0073;-0.0110;1.0066;1.007
73.549492;-0.0081;-0.0105;1.0071;1.007
73.566215;-0.0086;-0.0105;1.0063;1.006
73.568596;-0.0093;-0.0103;1.0073;1.007
73.573886;-0.0086;-0.0105;1.0071;1.007
73.575889;-0.0078;-0.0105;1.0058;1.006
73.576836;-0.0078;-0.0103;1.0056;1.006
73.578022;-0.0083;-0.0095;1.0061;1.006
73.579273;-0.0088;-0.0112;1.0058;1.006
73.580534;-0.0090;-0.0112;1.0061;1.006
73.581934;-0.0066;-0.0105;1.0073;1.007
73.583888;-0.0066;-0.0105;1.0083;1.008
73.586214;-0.0073;-0.0110;1.0066;1.007
73.589523;-0.0093;-0.0107;1.0068;1.007
73.591195;-0.0088;-0.0103;1.0083;1.008
73.591623;-0.0086;-0.0103;1.0075;1.008
73.592320;-0.0098;-0.0107;1.0075;1.008
73.592697;-0.0098;-0.0107;1.0066;1.007
73.593041;-0.0098;-0.0110;1.0071;1.007
73.593372;-0.0086;-0.0117;1.0071;1.007
73.594421;-0.0090;-0.0105;1.0078;1.008
73.594934;-0.0112;-0.0112;1.0080;1.008
73.595775;-0.0103;-0.0105;1.0063;1.006
73.596180;-0.0112;-0.0100;1.0063;1.006
73.596525;-0.0098;-0.0110;1.0056;1.006
73.598668;-0.0098;-0.0115;1.0068;1.007
73.603214;-0.0098;-0.0112;1.0063;1.006
73.603648;-0.0112;-0.0115;1.0051;1.005
73.604189;-0.0115;-0.0120;1.0061;1.006
73.607111;-0.0105;-0.0120;1.0071;1.007
73.608773;-0.0112;-0.0120;1.0063;1.006
73.610220;-0.0105;-0.0120;1.0051;1.005
73.611650;-0.0107;-0.0115;1.0058;1.006
73.613957;-0.0103;-0.0112;1.0058;1.006
73.615555;-0.0088;-0.0127;1.0075;1.008
73.617605;-0.0078;-0.0112;1.0063;1.006
73.620743;-0.0086;-0.0107;1.0049;1.005
73.621449;-0.0090;-0.0110;1.0044;1.004
73.624074;-0.0095;-0.0115;1.0068;1.007
73.627742;-0.0086;-0.0115;1.0073;1.007
73.628158;-0.0090;-0.0115;1.0083;1.008
73.629866;-0.0095;-0.0107;1.0083;1.008
73.631474;-0.0098;-0.0117;1.0083;1.008
73.633558;-0.0103;-0.0112;1.0071;1.007
73.635463;-0.0112;-0.0117;1.0063;1.006
73.637668;-0.0115;-0.0129;1.0073;1.007
73.645418;-0.0100;-0.0125;1.0075;1.008
73.646399;-0.0103;-0.0122;1.0075;1.008
73.646864;-0.0095;-0.0112;1.0061;1.006
73.653323;-0.0107;-0.0110;1.0083;1.008
73.653796;-0.0103;-0.0107;1.0075;1.008
73.654111;-0.0105;-0.0120;1.0068;1.007
73.654532;-0.0112;-0.0122;1.0066;1.007
73.655046;-0.0095;-0.0115;1.0068;1.007
73.668721;-0.0090;-0.0120;1.0068;1.007
73.669613;-0.0090;-0.0127;1.0073;1.007
73.669988;-0.0083;-0.0125;1.0068;1.007
73.670361;-0.0090;-0.0112;1.0080;1.008
73.670828;-0.0095;-0.0112;1.0083;1.008
73.671207;-0.0088;-0.0110;1.0073;1.007
73.671748;-0.0100;-0.0110;1.0071;1.007
73.672147;-0.0093;-0.0112;1.0068;1.007
73.672522;-0.0095;-0.0107;1.0063;1.006
73.680775;-0.0098;-0.0098;1.0066;1.007
73.682221;-0.0095;-0.0095;1.0080;1.008
73.683265;-0.0090;-0.0100;1.0080;1.008
73.684213;-0.0095;-0.0103;1.0073;1.007
73.685039;-0.0100;-0.0103;1.0071;1.007
73.685838;-0.0100;-0.0100;1.0073;1.007
73.686804;-0.0090;-0.0110;1.0073;1.007
73.687878;-0.0090;-0.0098;1.0073;1.007
73.690310;-0.0086;-0.0090;1.0085;1.009
73.698868;-0.0086;-0.0098;1.0093;1.009
73.700124;-0.0098;-0.0095;1.0075;1.008
73.700934;-0.0095;-0.0103;1.0071;1.007
73.701503;-0.0100;-0.0120;1.0068;1.007
73.703555;-0.0103;-0.0112;1.0078;1.008
73.704246;-0.0090;-0.0112;1.0073;1.007
73.704585;-0.0086;-0.0107;1.0083;1.008
73.710188;-0.0090;-0.0098;1.0071;1.007
73.710984;-0.0095;-0.0095;1.0068;1.007
73.711370;-0.0107;-0.0100;1.0075;1.008
73.711925;-0.0098;-0.0103;1.0061;1.006
73.713650;-0.0093;-0.0107;1.0058;1.006
73.716318;-0.0100;-0.0107;1.0075;1.008
73.717790;-0.0093;-0.0105;1.0063;1.006
73.719901;-0.0090;-0.0110;1.0056;1.006
73.721699;-0.0083;-0.0105;1.0058;1.006
73.723608;-0.0090;-0.0103;1.0058;1.006
73.725508;-0.0098;-0.0117;1.0068;1.007
73.727581;-0.0086;-0.0115;1.0066;1.007
73.730132;-0.0090;-0.0117;1.0073;1.007
73.731648;-0.0095;-0.0122;1.0078;1.008
73.733673;-0.0095;-0.0122;1.0068;1.007
73.735662;-0.0095;-0.0129;1.0071;1.007
73.742904;-0.0093;-0.0129;1.0066;1.007
73.743897;-0.0093;-0.0122;1.0061;1.006
73.744308;-0.0098;-0.0115;1.0058;1.006
73.744664;-0.0110;-0.0125;1.0068;1.007
73.745656;-0.0107;-0.0127;1.0068;1.007
73.747637;-0.0098;-0.0112;1.0066;1.007
73.750717;-0.0098;-0.0105;1.0088;1.009
73.752534;-0.0083;-0.0107;1.0085;1.009
73.753827;-0.0081;-0.0112;1.0063;1.006
73.756270;-0.0088;-0.0129;1.0058;1.006
73.757766;-0.0093;-0.0127;1.0056;1.006
73.759630;-0.0098;-0.0125;1.0056;1.006
73.761803;-0.0103;-0.0125;1.0056;1.006
73.764106;-0.0100;-0.0120;1.0066;1.007
73.769977;-0.0098;-0.0122;1.0073;1.007
73.771791;-0.0086;-0.0127;1.0080;1.008
73.772865;-0.0086;-0.0120;1.0075;1.008
73.776710;-0.0103;-0.0115;1.0061;1.006
73.780083;-0.0105;-0.0117;1.0066;1.007
73.781021;-0.0103;-0.0122;1.0075;1.008
73.782002;-0.0098;-0.0117;1.0066;1.007
73.783171;-0.0095;-0.0112;1.0066;1.007
73.784065;-0.0090;-0.0122;1.0075;1.008
73.784875;-0.0090;-0.0117;1.0080;1.008
73.785763;-0.0088;-0.0107;1.0063;1.006
73.789015;-0.0088;-0.0105;1.0073;1.007
73.789982;-0.0090;-0.0110;1.0083;1.008
73.793608;-0.0100;-0.0105;1.0083;1.008
73.795070;-0.0098;-0.0110;1.0080;1.008
73.796397;-0.0098;-0.0110;1.0085;1.009
73.797880;-0.0103;-0.0115;1.0078;1.008
73.799691;-0.0090;-0.0115;1.0075;1.008
73.801953;-0.0093;-0.0105;1.0071;1.007
73.803695;-0.0098;-0.0103;1.0075;1.008
73.806664;-0.0105;-0.0103;1.0075;1.008
73.807963;-0.0105;-0.0103;1.0080;1.008
73.810041;-0.0095;-0.0090;1.0085;1.009
73.811770;-0.0095;-0.0095;1.0080;1.008
73.813697;-0.0088;-0.0103;1.0073;1.007
73.815705;-0.0088;-0.0093;1.0083;1.008
73.817541;-0.0095;-0.0093;1.0078;1.008
73.826997;-0.0095;-0.0103;1.0073;1.007
73.827660;-0.0098;-0.0103;1.0071;1.007
73.828030;-0.0103;-0.0110;1.0068;1.007
73.828412;-0.0090;-0.0103;1.0073;1.007
73.828763;-0.0093;-0.0105;1.0083;1.008
73.831155;-0.0103;-0.0117;1.0073;1.007
73.831973;-0.0095;-0.0095;1.0073;1.007
73.847688;-0.0090;-0.0098;1.0068;1.007
73.848440;-0.0078;-0.0112;1.0051;1.005
73.848779;-0.0086;-0.0107;1.0066;1.007
73.849130;-0.0086;-0.0105;1.0073;1.007
73.850122;-0.0100;-0.0132;1.0061;1.006
73.850594;-0.0098;-0.0127;1.0058;1.006
73.850969;-0.0098;-0.0129;1.0066;1.007
73.851332;-0.0090;-0.0134;1.0071;1.007
73.851680;-0.0090;-0.0125;1.0068;1.007
73.852042;-0.0107;-0.0122;1.0078;1.008
73.855639;-0.0098;-0.0115;1.0075;1.008
73.857047;-0.0093;-0.0122;1.0080;1.008
73.858371;-0.0100;-0.0117;1.0068;1.007
73.860058;-0.0107;-0.0110;1.0063;1.006
73.863613;-0.0095;-0.0105;1.0063;1.006
73.865165;-0.0088;-0.0110;1.0075;1.008
73.866425;-0.0090;-0.0112;1.0078;1.008
73.868541;-0.0090;-0.0117;1.0075;1.008
73.870823;-0.0090;-0.0120;1.0066;1.007
73.873010;-0.0086;-0.0120;1.0063;1.006
73.874773;-0.0105;-0.0120;1.0071;1.007
73.876509;-0.0103;-0.0125;1.0071;1.007
73.878097;-0.0103;-0.0127;1.0083;1.008
73.880404;-0.0105;-0.0110;1.0090;1.009
73.883486;-0.0103;-0.0122;1.0083;1.008
73.884268;-0.0098;-0.0127;1.0073;1.007
73.886654;-0.0100;-0.0120;1.0068;1.007
73.888860;-0.0095;-0.0125;1.0080;1.008
73.891508;-0.0093;-0.0110;1.0075;1.008
73.893185;-0.0098;-0.0110;1.0054;1.005
73.894148;-0.0095;-0.0105;1.0049;1.005
