timestamp,acceleration
38.458,-0.004905
38.565,0
38.656,-0.004905
38.775,0
38.854,0.00981
38.954,0.114777
39.052,0.249174
39.151,0.310977
39.249,0.473823
39.387,0.560151
39.447,0.704358
39.552,0.742617
39.645,0.732807
39.77,0.704358
39.842,0.694548
39.941,0.689643
40.041,0.742617
40.139,0.704358
40.237,0.722997
40.374,0.666099
40.435,0.435564
40.535,0.426735
40.634,0.320787
40.732,0.1962
40.831,0.124587
40.93,-0.061803
41.034,-0.004905
41.127,0.033354
41.244,0.004905
41.325,0.004905
41.452,-0.043164
41.523,0.028449
41.622,0.014715
41.721,0.00981
41.82,-0.00981
41.919,-0.057879
42.026,0.038259
42.116,-0.023544
42.245,-0.023544
42.314,-0.014715
42.413,-0.004905
42.512,0.052974
42.614,-0.052974
42.709,0.076518
42.835,-0.119682
42.907,0.134397
43.006,-0.076518
43.105,0.048069
43.203,-0.033354
43.302,-0.023544
43.427,0.023544
43.499,-0.01962
43.599,0.023544
43.697,0.028449
43.797,-0.043164
43.895,-0.004905
43.995,0.023544
44.094,-0.038259
44.193,0.004905
44.291,-0.057879
44.389,0.057879
44.488,-0.028449
44.587,0.014715
44.686,-0.061803
44.786,-0.004905
44.884,-0.028449
44.983,0.028449
45.081,-0.033354
45.18,0.004905
45.301,-0.038259
45.378,-0.014715
45.477,0.004905
45.576,-0.028449
45.684,0.028449
45.774,-0.081423
45.884,0.086328
45.972,-0.096138
46.089,0
46.169,-0.00981
46.29,0.028449
46.366,-0.028449
46.466,0.052974
46.564,-0.066708
46.664,0.061803
46.762,-0.109872
46.861,0.028449
46.96,0.01962
47.058,-0.01962
47.158,0.033354
47.256,-0.048069
47.355,0.038259
47.454,-0.076518
47.553,0.076518
47.651,-0.01962
47.75,0.052974
47.848,-0.01962
47.948,0.023544
48.099,-0.048069
48.145,0.038259
48.244,-0.023544
48.342,0.014715
48.442,-0.014715
48.541,0.00981
48.64,-0.004905
48.738,-0.01962
48.836,-0.004905
48.935,-0.057879
49.035,0.052974
49.134,-0.038259
49.233,-0.038259
49.343,-0.043164
49.43,0.057879
49.528,-0.038259
49.627,-0.004905
49.733,-0.01962
49.824,0.01962
49.952,0.038259
50.022,-0.048069
50.122,0.004905
50.221,-0.043164
50.318,0.033354
50.418,-0.048069
50.517,0.01962
50.616,0.00981
50.715,0.043164
50.813,-0.076518
50.912,0.081423
51.011,-0.057879
51.145,0.043164
51.208,-0.086328
51.307,0.023544
51.406,-0.038259
51.505,0.023544
51.604,-0.004905
51.703,-0.004905
51.801,0.004905
51.901,0.004905
51.999,0.00981
52.097,-0.038259
52.197,0.00981
52.296,-0.038259
52.394,0.066708
52.493,-0.061803
52.596,-0.014715
52.691,0.043164
52.819,-0.028449
52.889,-0.033354
52.988,-0.023544
53.086,-0.004905
53.19,0.071613
53.284,-0.00981
53.409,-0.057879
53.481,-0.00981
53.581,-0.066708
53.68,0.028449
53.794,-0.00981
53.878,0.057879
54.015,-0.071613
54.075,0.01962
54.173,-0.033354
54.273,0.023544
54.399,-0.043164
54.47,0.043164
54.569,-0.028449
54.667,0
54.767,-0.096138
54.866,-0.1962
54.997,-0.277623
55.063,-0.42183
55.162,-0.478728
55.261,-0.603315
55.36,-0.651384
55.458,-0.709263
55.557,-0.771066
55.657,-0.709263
55.755,-0.704358
55.854,-0.684738
55.952,-0.752427
56.052,-0.684738
56.15,-0.646479
56.264,-0.435564
56.347,-0.359046
56.48,-0.229554
56.545,-0.162846
56.644,-0.048069
56.743,0
56.847,0.004905
56.941,-0.028449
57.065,0
57.138,0.01962
57.237,0.014715
57.336,-0.038259
57.434,-0.023544
57.534,0.023544
57.65,0.004905
57.731,-0.004905
57.871,-0.048069
57.928,0.033354
58.028,0.004905
58.127,0.004905
58.225,-0.043164
58.324,0.01962
58.459,0.033354
58.521,-0.033354
58.621,-0.014715
58.719,-0.028449
58.819,0.066708
58.917,-0.028449
59.016,-0.004905
59.115,0.004905
59.214,0
59.313,0.038259
59.411,-0.096138
59.51,-0.153036
59.609,-0.18639
59.708,-0.1962
59.807,-0.134397
59.918,-0.028449
60.004,-0.028449
60.103,0.004905
60.202,0.00981
60.3,-0.004905
60.399,-0.004905
60.517,0
60.597,-0.004905
60.696,0
60.795,0
60.893,-0.014715
60.992,-0.004905
61.111,0.004905
61.19,0.004905
61.329,-0.004905
61.388,-0.01962
61.488,-0.004905
61.586,-0.00981
61.684,0.004905
61.784,-0.00981
61.917,0
61.981,0
62.079,0
62.178,-0.004905
62.278,-0.004905
62.377,-0.014715
62.475,-0.00981
62.574,0.004905
62.674,-0.01962
62.771,-0.01962
62.87,-0.004905
62.971,-0.01962
63.068,-0.00981
63.167,-0.00981
63.266,0.004905
63.365,-0.00981
63.464,-0.023544
63.572,-0.014715
63.661,-0.01962
63.787,0.004905
63.858,0.014715
63.958,0.004905
64.056,-0.00981
64.158,0.004905
64.254,-0.004905
64.378,0
64.452,0.014715
64.55,-0.00981
64.649,-0.004905
64.748,0
64.847,0
64.963,-0.004905
65.045,-0.014715
65.162,-0.004905
65.242,0.004905
65.342,0.004905
65.44,-0.00981
65.54,-0.004905
65.639,-0.00981
65.737,0
65.835,0
65.934,-0.014715
66.033,-0.00981
66.132,-0.004905
66.231,-0.004905
66.331,0
66.429,-0.00981
66.528,-0.00981
66.633,-0.00981
66.725,-0.00981
66.825,-0.014715
66.923,0.004905
67.022,0
67.12,0.004905
67.22,-0.004905
67.318,0
67.417,-0.00981
67.516,-0.004905
67.615,0
67.714,-0.004905
67.812,-0.004905
67.912,0
68.01,0
68.109,-0.00981
68.208,-0.004905
68.307,0.004905
68.406,0.004905
68.505,-0.004905
